geography,quarter,name,units,med_price,med_dom,med_asratio
Locality,2014 Q4,King William County,59,174900,70,0.989137
Locality,2014 Q4,Dinwiddie County,56,139975,60,0.980475
Locality,2014 Q4,Lancaster County,51,319000,198,0.925926
Locality,2014 Q4,Northumberland County,49,265000,197,0.937734
Locality,2014 Q4,Page County,49,139000,68,0.946269
Locality,2014 Q4,Pittsylvania County,49,85000,136,0.938375
Locality,2014 Q4,Hopewell City,47,92500,77,0.969744
Locality,2014 Q4,Washington County,47,152500,149,0.942149
Locality,2014 Q4,Middlesex County,46,293650,147.5,0.9282365
Locality,2014 Q4,Rockbridge County,46,141000,88.5,0.9614935
Locality,2014 Q4,Clarke County,43,220000,83,0.974026
Locality,2014 Q4,Williamsburg City,41,255253,87,0.973451
Locality,2014 Q4,Colonial Heights City,40,128500,49,0.9758705
Locality,2014 Q4,Falls Church City,40,678500,23.5,0.986892
Locality,2014 Q4,Poquoson City,37,272000,104,0.979381
Locality,2014 Q4,Appomattox County,36,154500,89,0.96999
Locality,2014 Q4,Mathews County,35,168000,133,0.939096
Locality,2014 Q4,Prince Edward County,34,128000,83.5,0.9584875
Locality,2014 Q4,Southampton County,33,165000,44,1
Locality,2014 Q4,Halifax County,33,70000,104,0.882353
Locality,2014 Q4,Essex County,32,287075,82,0.9248835
Locality,2014 Q4,Madison County,30,192737.5,53.5,0.965277
Locality,2014 Q4,Tazewell County,30,114500,136.5,0.944515
Locality,2014 Q4,Smyth County,30,85500,217,0.9459755
Locality,2014 Q4,Patrick County,27,119000,162,0.929102
Locality,2014 Q4,Wythe County,27,127800,236,0.959885
Locality,2014 Q4,Cumberland County,27,99900,120,0.963102
Locality,2014 Q4,Martinsville City,27,40000,167,0.885714
Locality,2014 Q4,Buckingham County,26,80000,135,0.9830445
Locality,2014 Q4,Grayson County,26,65700,150.5,0.915254
Locality,2014 Q4,Mecklenburg County,26,146138.5,203,0.919742
Locality,2014 Q4,Amelia County,25,125000,42,0.985246
Locality,2014 Q4,Nottoway County,24,79050,94.5,0.955777
Locality,2014 Q4,Franklin City,23,126000,102,0.964975
Locality,2014 Q4,Floyd County,21,149000,104,0.941712
Locality,2014 Q4,Buena Vista City,20,29546,13.5,1
Locality,2014 Q4,Lunenburg County,19,88000,95,0.901288
Locality,2014 Q4,Rappahannock County,16,395000,81.5,0.9537205
Locality,2014 Q4,Lexington City,16,173250,111,0.957336
Locality,2014 Q4,Giles County,16,121250,83,0.9537015
Locality,2014 Q4,King and Queen County,16,153500,53,0.961613
Locality,2014 Q4,Sussex County,15,89900,78,0.961911
Locality,2014 Q4,Northampton County,15,116000,193,0.948509
Locality,2014 Q4,Radford City,15,135000,48,0.963102
Locality,2014 Q4,Charlotte County,12,128450,105.5,0.95479
Locality,2014 Q4,Alleghany County,11,79000,127,0.911854
Locality,2014 Q4,Craig County,10,129950,77.5,0.9846925
Locality,2014 Q4,Bedford City,8,97000,150,0.952495
Locality,2014 Q4,Russell County,7,36000,143,0.801782
Locality,2014 Q4,Surry County,7,229900,118,0.994995
Locality,2014 Q4,Richmond County,7,75000,333,0.938673
Locality,2014 Q4,Galax City,7,73100,138,0.905724
Locality,2014 Q4,Bristol City,7,114000,186,0.947105
Locality,2014 Q4,Brunswick County,5,331000,46,1
Locality,2014 Q4,Charles City County,5,250000,158,0.932773
Locality,2014 Q4,Highland County,4,100000,727.5,0.8849115
Locality,2014 Q4,Bland County,4,167000,114.5,0.950769
Locality,2014 Q4,Scott County,3,79500,39,1
Locality,2014 Q4,Bath County,2,208500,132.5,0.975
Locality,2014 Q4,Lee County,2,60910.5,135.5,0.8828095
Locality,2014 Q4,Dickenson County,2,62500,136.5,0.839414
Locality,2014 Q4,Covington City,1,107000,163,0.946903
Locality,2014 Q4,Wise County,1,71800,63,0.910013
State,2014 Q4,Virginia,22835,255000,47,0.983354
Locality,2015 Q1,Fairfax County,2644,450000,31.5,0.9872365
Locality,2015 Q1,Virginia Beach City,1323,235000,54,0.986792
Locality,2015 Q1,Prince William County,1317,317000,40,0.992057
Locality,2015 Q1,Loudoun County,1189,422000,34,0.990385
Locality,2015 Q1,Chesterfield County,941,210000,40,0.989991
Locality,2015 Q1,Henrico County,889,200000,34,0.983923
Locality,2015 Q1,Chesapeake City,707,226900,49,0.995868
Locality,2015 Q1,Norfolk City,582,167700,62,0.9881945
Locality,2015 Q1,Arlington County,529,537500,21,0.992154
Locality,2015 Q1,Richmond City,490,185000,29,0.9813135
Locality,2015 Q1,Alexandria City,466,482000,33.5,0.9897985
Locality,2015 Q1,Stafford County,410,291250,48.5,0.987016
Locality,2015 Q1,Newport News City,392,150000,75.5,0.9808605
Locality,2015 Q1,Hampton City,353,145000,70,0.985637
Locality,2015 Q1,Spotsylvania County,347,230700,52,0.985373
Locality,2015 Q1,Suffolk City,274,228000,59.5,0.9912225
Locality,2015 Q1,Portsmouth City,262,125000,72,0.987445
Locality,2015 Q1,Hanover County,260,258431.5,53,0.985246
Locality,2015 Q1,James City County,253,288000,82,0.974026
Locality,2015 Q1,Frederick County,248,207000,48,0.9876935
Locality,2015 Q1,Roanoke County,243,180000,65,0.978253
Locality,2015 Q1,Albemarle County,241,325000,51,0.979381
Locality,2015 Q1,Bedford County,234,190500,114,0.9723075
Locality,2015 Q1,Roanoke City,223,98900,53,0.959119
Locality,2015 Q1,Lynchburg City,191,139000,94,0.963905
Locality,2015 Q1,Fauquier County,174,340000,62.5,0.9843745
Locality,2015 Q1,Augusta County,170,170250,106,0.9708845
Locality,2015 Q1,Montgomery County,161,187000,72,0.974359
Locality,2015 Q1,Rockingham County,134,187600,90.5,0.97088
Locality,2015 Q1,York County,129,292000,83,0.98568
Locality,2015 Q1,Shenandoah County,127,160000,89,0.962279
Locality,2015 Q1,Franklin County,118,202000,96,0.947229
Locality,2015 Q1,Culpeper County,113,243000,68,0.984762
Locality,2015 Q1,Warren County,110,180000,53.5,0.980123
Locality,2015 Q1,Manassas City,109,272000,38,0.988
Locality,2015 Q1,Orange County,107,198000,85,0.97116
Locality,2015 Q1,Campbell County,105,150000,95,0.969063
Locality,2015 Q1,Gloucester County,102,204300,150.5,0.9737215
Locality,2015 Q1,Charlottesville City,99,267500,41,0.978428
Locality,2015 Q1,Caroline County,99,152000,38,0.99142
Locality,2015 Q1,Danville City,93,61900,172,0.92
Locality,2015 Q1,Louisa County,92,207000,62.5,0.973262
Locality,2015 Q1,Staunton City,83,119900,140,0.955414
Locality,2015 Q1,Fluvanna County,83,170000,69,0.967742
Locality,2015 Q1,New Kent County,83,235000,65,0.984456
Locality,2015 Q1,Pulaski County,78,104500,89,0.9737865
Locality,2015 Q1,Isle of Wight County,78,256750,97,0.986731
Locality,2015 Q1,Goochland County,78,371250,38,0.97707
Locality,2015 Q1,Waynesboro City,76,137950,104.5,0.961043
Locality,2015 Q1,Henry County,74,81000,158,0.9323295
Locality,2015 Q1,King George County,70,238500,67,0.9848045
Locality,2015 Q1,Prince George County,70,176250,66.5,0.9946425
Locality,2015 Q1,Botetourt County,68,225000,61.5,0.966431
Locality,2015 Q1,Washington County,66,157050,176.5,0.9455715
Locality,2015 Q1,Accomack County,65,135000,202,0.931677
Locality,2015 Q1,Winchester City,63,205000,80,0.970149
Locality,2015 Q1,Powhatan County,63,245000,57,0.991293
Locality,2015 Q1,Harrisonburg City,60,155500,74,0.967101
Locality,2015 Q1,Salem City,60,145725,81,0.971533
Locality,2015 Q1,King William County,57,165000,81,0.969991
Locality,2015 Q1,Petersburg City,57,55700,66,0.966667
Locality,2015 Q1,Manassas Park City,55,264000,42,0.988806
Locality,2015 Q1,Greene County,54,212500,47.5,0.983154
Locality,2015 Q1,Dinwiddie County,54,134750,71,0.976892
Locality,2015 Q1,Nelson County,54,145750,137.5,0.944021
Locality,2015 Q1,Fredericksburg City,53,325000,45,0.988331
Locality,2015 Q1,Amherst County,47,120400,98,0.967204
Locality,2015 Q1,Westmoreland County,46,165000,127,0.940516
Locality,2015 Q1,Page County,45,119000,184,0.943396
Locality,2015 Q1,Falls Church City,44,659500,17.5,0.9898575
Locality,2015 Q1,Carroll County,43,125000,158,0.951189
Locality,2015 Q1,Fairfax City,43,425000,31,0.987872
Locality,2015 Q1,Pittsylvania County,39,78913,169,0.95498
Locality,2015 Q1,Hopewell City,39,81000,56,0.985145
Locality,2015 Q1,Halifax County,36,92000,186.5,0.925688
Locality,2015 Q1,Prince Edward County,36,125000,81.5,0.9373365
Locality,2015 Q1,Wythe County,34,99150,154.5,0.943524
Locality,2015 Q1,Rockbridge County,34,172000,193.5,0.9471625
Locality,2015 Q1,Lancaster County,34,360000,203.5,0.941176
Locality,2015 Q1,Williamsburg City,32,271660,38.5,0.983066
Locality,2015 Q1,Buckingham County,31,124000,83,0.973499
Locality,2015 Q1,Martinsville City,30,53900,141.5,0.9144055
Locality,2015 Q1,Nottoway County,30,65200,128.5,0.9377465
Locality,2015 Q1,Colonial Heights City,29,137700,63,0.966115
Locality,2015 Q1,Mathews County,29,140650,178,0.943396
Locality,2015 Q1,Middlesex County,29,205000,177,0.947955
Locality,2015 Q1,Clarke County,28,254500,77.5,0.9793725
Locality,2015 Q1,Northumberland County,28,175650,238.5,0.9263465
Locality,2015 Q1,Poquoson City,28,251475,81.5,0.981329
Locality,2015 Q1,Appomattox County,27,144000,119,0.973684
Locality,2015 Q1,Smyth County,25,75000,183,0.937143
Locality,2015 Q1,Tazewell County,25,99900,162,0.911504
Locality,2015 Q1,Southampton County,25,165000,74,0.971388
Locality,2015 Q1,Northampton County,25,155000,164,0.925578
Locality,2015 Q1,Giles County,25,98000,99,0.928743
Locality,2015 Q1,Patrick County,23,78600,106,0.921053
Locality,2015 Q1,Amelia County,23,158500,54,0.978836
Locality,2015 Q1,Mecklenburg County,21,88000,258,0.909091
Locality,2015 Q1,Floyd County,20,142975,118,0.9179625
Locality,2015 Q1,Franklin City,20,73940,156.5,0.973568
Locality,2015 Q1,Cumberland County,20,80450,85.5,0.954766
Locality,2015 Q1,Madison County,20,155000,94.5,0.954198
Locality,2015 Q1,Grayson County,18,88250,273,0.8935055
Locality,2015 Q1,Radford City,17,129000,105,0.955357
Locality,2015 Q1,Essex County,16,162500,121.5,0.9896855
Locality,2015 Q1,Rappahannock County,15,300000,122,0.94
Locality,2015 Q1,Lunenburg County,15,129500,93,0.909091
Locality,2015 Q1,Alleghany County,14,87095,88.5,0.949064
Locality,2015 Q1,King and Queen County,12,145250,97,0.98957
Locality,2015 Q1,Buena Vista City,12,92000,94,0.9156565
Locality,2015 Q1,Galax City,11,119400,330,0.90604
Locality,2015 Q1,Lexington City,11,125000,150,0.894118
Locality,2015 Q1,Charlotte County,10,36000,159.5,0.9453825
Locality,2015 Q1,Sussex County,10,130750,92,0.9839145
Locality,2015 Q1,Surry County,10,142450,50,0.96984
Locality,2015 Q1,Bedford City,9,95500,146,0.968367
Locality,2015 Q1,Craig County,8,135000,42,0.961308
Locality,2015 Q1,Richmond County,8,180000,101,0.920076
Locality,2015 Q1,Russell County,8,128000,273.5,0.9255795
Locality,2015 Q1,Charles City County,6,104950,28,0.9625
Locality,2015 Q1,Bath County,5,997200,196,0.79776
Locality,2015 Q1,Bland County,4,140500,457.5,0.8480345
Locality,2015 Q1,Buchanan County,4,81028.5,218.5,0.913253
Locality,2015 Q1,Wise County,3,63900,104,1.002506
Locality,2015 Q1,Bristol City,2,180250,105.5,0.902321
Locality,2015 Q1,Covington City,2,23500,132,0.8254675
Locality,2015 Q1,Norton City,2,60000,39.5,0.944939
Locality,2015 Q1,Highland County,2,340000,181.5,0.906667
Locality,2015 Q1,Lee County,2,42655,98.5,0.865189
Locality,2015 Q1,Brunswick County,1,109900,28,1
Locality,2015 Q1,Scott County,1,87877,5,1.035065
Locality,2015 Q1,Dickenson County,1,57000,2,1
Locality,2015 Q1,Emporia City,1,15000,171,0.576923
State,2015 Q1,Virginia,20005,249991,53,0.98403
Locality,2015 Q2,Fairfax County,4798,490000,13,0.994188
Locality,2015 Q2,Prince William County,2069,335000,18,0.997272
Locality,2015 Q2,Loudoun County,2065,435000,19,0.995025
Locality,2015 Q2,Virginia Beach City,1966,244200,37,0.991304
Locality,2015 Q2,Chesterfield County,1607,225000,21,0.99358
Locality,2015 Q2,Henrico County,1319,225000,16,0.994326
Locality,2015 Q2,Chesapeake City,1088,257500,36,1
Locality,2015 Q2,Arlington County,893,575000,12,1
Locality,2015 Q2,Richmond City,810,212500,15,0.994434
Locality,2015 Q2,Norfolk City,783,185000,54,0.994371
Locality,2015 Q2,Alexandria City,775,509900,14,0.996604
Locality,2015 Q2,Stafford County,683,310000,27,0.993748
Locality,2015 Q2,Albemarle County,588,317500,18.5,0.986037
Locality,2015 Q2,Spotsylvania County,556,242000,26,0.987637
Locality,2015 Q2,Newport News City,508,168650,59,0.987683
Locality,2015 Q2,Hanover County,483,255000,26,0.994278
Locality,2015 Q2,Roanoke County,431,196000,39,0.977886
Locality,2015 Q2,Hampton City,423,143000,65,0.98142
Locality,2015 Q2,Suffolk City,420,237710,52,0.9988825
Locality,2015 Q2,Frederick County,406,231500,27.5,0.990437
Locality,2015 Q2,James City County,402,305700,45.5,0.9841845
Locality,2015 Q2,Portsmouth City,401,134000,65,0.984076
Locality,2015 Q2,Montgomery County,335,209000,29,0.981033
Locality,2015 Q2,Roanoke City,318,132000,39,0.9744135
Locality,2015 Q2,Bedford County,293,199900,86,0.975244
Locality,2015 Q2,Fauquier County,272,349950,34,0.9855755
Locality,2015 Q2,Lynchburg City,261,139000,71,0.984411
Locality,2015 Q2,York County,240,279500,47,0.9883055
Locality,2015 Q2,Rockingham County,235,200000,54,0.979463
Locality,2015 Q2,Augusta County,203,194000,64,0.97432
Locality,2015 Q2,Culpeper County,203,255000,36,0.997499
Locality,2015 Q2,Charlottesville City,185,261300,15,0.984918
Locality,2015 Q2,Manassas City,178,283475,19.5,1
Locality,2015 Q2,Warren County,168,191000,31,1
Locality,2015 Q2,Campbell County,163,155000,77,0.99198
Locality,2015 Q2,Louisa County,161,200000,51,0.974435
Locality,2015 Q2,Gloucester County,156,229500,110,0.9861865
Locality,2015 Q2,Shenandoah County,146,167250,50,0.9803865
Locality,2015 Q2,Orange County,144,204500,48,0.980392
Locality,2015 Q2,Franklin County,140,171750,96,0.9593645
Locality,2015 Q2,Isle of Wight County,135,239636,54,0.985692
Locality,2015 Q2,Danville City,133,86000,114,0.950634
Locality,2015 Q2,New Kent County,123,274000,35,0.997904
Locality,2015 Q2,Caroline County,122,171500,42,0.998874
Locality,2015 Q2,Fairfax City,120,503250,13.5,1
Locality,2015 Q2,Botetourt County,119,232000,65,0.96380999999999994
Locality,2015 Q2,Powhatan County,112,244975,31.5,0.9887755
Locality,2015 Q2,Harrisonburg City,109,162500,46,0.968
Locality,2015 Q2,Fluvanna County,108,224500,48.5,0.9823915
Locality,2015 Q2,Pulaski County,108,135000,66.5,0.964544
Locality,2015 Q2,Winchester City,101,219000,30,0.981841
Locality,2015 Q2,Salem City,98,176000,41,0.972134
Locality,2015 Q2,Fredericksburg City,96,268500,26,0.9885215
Locality,2015 Q2,King George County,93,285000,32,0.996537
Locality,2015 Q2,Henry County,91,82000,150,0.950079
Locality,2015 Q2,Washington County,91,160500,145,0.95598
Locality,2015 Q2,Accomack County,88,136250,156.5,0.9435965
Locality,2015 Q2,Staunton City,83,149900,63,0.973983
Locality,2015 Q2,Greene County,81,215000,35,0.980245
Locality,2015 Q2,Prince George County,77,179500,62,0.972492
Locality,2015 Q2,Wythe County,77,139500,158,0.954545
Locality,2015 Q2,Manassas Park City,76,264000,21,1
Locality,2015 Q2,Waynesboro City,76,124700,74.5,0.9860235
Locality,2015 Q2,Amherst County,75,144900,91,0.980245
Locality,2015 Q2,Goochland County,74,399500,36.5,0.982495
Locality,2015 Q2,Rockbridge County,72,205000,195,0.949092
Locality,2015 Q2,Pittsylvania County,67,86900,144,0.945495
Locality,2015 Q2,Dinwiddie County,66,147500,45.5,0.982716
Locality,2015 Q2,Nelson County,61,162000,118,0.939597
Locality,2015 Q2,Westmoreland County,60,180000,80,0.972967
Locality,2015 Q2,Hopewell City,60,96875,79.5,0.973855
Locality,2015 Q2,Middlesex County,58,247500,121.5,0.9513995
Locality,2015 Q2,Carroll County,58,125000,118.5,0.9388415
Locality,2015 Q2,King William County,57,180000,60,1
Locality,2015 Q2,Colonial Heights City,56,147450,39,0.9660505
Locality,2015 Q2,Falls Church City,53,700000,8,1
Locality,2015 Q2,Northumberland County,53,225000,163,0.941176
Locality,2015 Q2,Petersburg City,51,67000,34,0.969977
Locality,2015 Q2,Prince Edward County,50,123750,78.5,0.96015
Locality,2015 Q2,Page County,49,117000,87,0.953177
Locality,2015 Q2,Madison County,48,190000,60.5,0.950475
Locality,2015 Q2,Giles County,46,121250,81.5,0.9551475
Locality,2015 Q2,Amelia County,42,166250,45.5,0.9793685
Locality,2015 Q2,Lancaster County,41,310000,264,0.944206
Locality,2015 Q2,Smyth County,39,99000,190,0.943033
Locality,2015 Q2,Radford City,39,144000,41,0.978166
Locality,2015 Q2,Clarke County,39,325000,44,0.97166
Locality,2015 Q2,Halifax County,38,89079.5,103.5,0.962388
Locality,2015 Q2,Poquoson City,38,302450,47.5,0.9744585
Locality,2015 Q2,Williamsburg City,36,267500,29,0.97515
Locality,2015 Q2,Mathews County,34,201000,218.5,0.949749
Locality,2015 Q2,Northampton County,34,145750,201.5,0.9348585
Locality,2015 Q2,Appomattox County,33,112000,129,0.972763
Locality,2015 Q2,Southampton County,33,112500,111,0.97317
Locality,2015 Q2,Floyd County,29,177000,63,0.956113
Locality,2015 Q2,Martinsville City,28,93750,161.5,0.9449585
Locality,2015 Q2,Cumberland County,26,103600,67,0.9489945
Locality,2015 Q2,Mecklenburg County,25,118000,123,0.933333
Locality,2015 Q2,Galax City,24,102500,151.5,0.9313475
Locality,2015 Q2,Russell County,24,103000,168.5,0.9668965
Locality,2015 Q2,Patrick County,24,78500,235,0.921827
Locality,2015 Q2,Grayson County,23,78000,176,0.95659400000000006
Locality,2015 Q2,Alleghany County,23,95000,110,0.950951
Locality,2015 Q2,Tazewell County,23,110000,187,0.944184
Locality,2015 Q2,Charlotte County,22,57250,123,0.9318695
Locality,2015 Q2,Nottoway County,22,101500,52.5,0.975528
Locality,2015 Q2,Essex County,22,149900,78,1
Locality,2015 Q2,Bedford City,21,145000,64,0.988118
Locality,2015 Q2,Franklin City,20,126750,193.5,0.948626
Locality,2015 Q2,Buckingham County,19,84100,96,1
Locality,2015 Q2,Surry County,18,134000,93,0.9560685
Locality,2015 Q2,Rappahannock County,17,285000,116,0.97897
Locality,2015 Q2,Buena Vista City,17,95000,134,0.925373
Locality,2015 Q2,Lunenburg County,15,55000,28,0.897959
Locality,2015 Q2,King and Queen County,12,161700,92.5,0.976786
Locality,2015 Q2,Richmond County,12,135000,89.5,0.951845
Locality,2015 Q2,Lexington City,12,208500,94,0.958915
Locality,2015 Q2,Craig County,11,95000,83,0.956938
Locality,2015 Q2,Bland County,11,90000,201,0.913043
Locality,2015 Q2,Sussex County,9,150000,170,0.925926
Locality,2015 Q2,Highland County,8,155000,232.5,0.8762315
Locality,2015 Q2,Bristol City,8,83975,156.5,0.9219445
Locality,2015 Q2,Charles City County,7,115000,86,0.989247
Locality,2015 Q2,Brunswick County,6,62450,21,0.9751585
Locality,2015 Q2,Buchanan County,4,72500,91,0.810999
Locality,2015 Q2,Bath County,4,302000,75,0.944045
Locality,2015 Q2,Wise County,3,12100,46,1
Locality,2015 Q2,Covington City,3,117000,33,0.983193
Locality,2015 Q2,Lee County,2,76950,279.5,0.906843
Locality,2015 Q2,Scott County,2,51000,685,0.920229
State,2015 Q2,Virginia,31708,275000,28,0.9897465
Locality,2015 Q3,Fairfax County,4249,480000,23,0.989682
Locality,2015 Q3,Prince William County,2063,322000,25,0.994084
Locality,2015 Q3,Virginia Beach City,1930,248887.5,38,0.987726
Locality,2015 Q3,Loudoun County,1864,435000,25,0.992727
Locality,2015 Q3,Chesterfield County,1572,227500,24,0.993727
Locality,2015 Q3,Henrico County,1340,225472.5,22,0.991434
Locality,2015 Q3,Chesapeake City,1172,260000,38,1
Locality,2015 Q3,Arlington County,843,574900,18,0.989247
Locality,2015 Q3,Norfolk City,820,189000,49,0.991428
Locality,2015 Q3,Alexandria City,695,489900,22,0.991984
Locality,2015 Q3,Richmond City,679,199000,18,0.988263
Locality,2015 Q3,Stafford County,636,304950,32,0.9910725
Locality,2015 Q3,Newport News City,561,167000,57,0.987234
Locality,2015 Q3,Spotsylvania County,547,239000,27,0.986755
