"Year","Quarter","Group","Unit","Inflation Deflator","Real Total Wealth","Real Wealth Share","Real Wealth Per Unit Growth","Real Wealth Per Unit"
"","3","Middle 40%","","0.8593589466666667","27494777406840.926","0.25223767533312924","0.25706772347975915","376192.5460211828"
"","4","Middle 40%","","0.8625122899999998","28516885180999.74","0.2515207806482471","0.3042689880397086","390318.08878913586"
"","1","Middle 40%","","0.8659863866666666","27670888887855.355","0.2531051997094465","0.2667057324990681","379076.8354543028"
"","2","Middle 40%","","0.86274135","28992558856026.824","0.2543948815695447","0.3285619181627271","397588.038579904"
"","3","Middle 40%","","0.8702087566666666","31056209774532.98","0.2560317860917008","0.4245935193601477","426326.6434125419"
"","4","Middle 40%","","0.8757138433333335","32830808937734.375","0.2574429344043154","0.5075402144766633","451149.4336545405"
"","1","Middle 40%","","0.8866171266666667","34179314348146.215","0.25603816011211056","0.5690746450425729","469564.3477201676"
"","2","Middle 40%","","0.9003759800000001","34871410676865.855","0.25366841351409014","0.5978495689880386","478175.5877499773"
"","3","Middle 40%","","0.9140432866666667","35640817702704.586","0.25425409813816635","0.6292186316965928","487563.1548207176"
"","4","Middle 40%","","0.92928344","36128209291667.414","0.2538138481252671","0.6477034956186049","493094.97135835607"
"","1","Middle 40%","","0.94811225","36411373524739.805","0.2586402777522843","0.6588995142644342","496445.5138001078"
"","2","Middle 40%","","0.9689795933333333","36359546073739.03","0.2659521384123199","0.6548353228907056","495229.2559391805"
"","3","Middle 40%","","0.9793790366666667","35901531751784.34","0.26650023243487275","0.6316432524154524","488288.751560119"
"","4","Middle 40%","","0.98883921","35449119308763.18","0.26523300528268673","0.6087543143235417","481438.963171088"
"","1","Middle 40%","","0.9986047966666667","35247134764511.69","0.26330053370070816","0.5978750371485586","478183.20940151566"
"","1","Top 10%","","0.59040364","46183018308554.85","0.7248991394092612","0","3127086.5442397916"
"","2","Top 10%","","0.5940838466666667","45745986785851.75","0.7233601383325114","-0.013172426660724313","3085895.2260740553"
"","3","Top 10%","","0.59756557","45701053536370.27","0.7226708050558156","-0.01742896456869815","3072584.6636569835"
"","4","Top 10%","","0.6008106066666666","44995857141083.38","0.7210598487084741","-0.035694486507235015","3015466.795779468"
"","1","Top 10%","","0.6047504533333333","43148553036082.98","0.7145272865446425","-0.07795211601331659","2883323.53115953"
"","2","Top 10%","","0.6084077733333334","44010939371485.22","0.7140244912001436","-0.062057283133064516","2933028.0491823065"
"","3","Top 10%","","0.6107976633333334","42874891053468.99","0.7136860252748075","-0.088325335087181","2850885.5773731973"
"","4","Top 10%","","0.6126988733333333","43421180644612.23","0.7140889493061606","-0.07858468623343313","2881345.429335917"
"","1","Top 10%","","0.6146763566666666","44765845337817.74","0.7151527172170197","-0.052993383984224776","2961371.6462489897"
"","2","Top 10%","","0.6168066466666667","43969990015825.12","0.7150091697383428","-0.07307892455000484","2898562.4226119565"
"","3","Top 10%","","0.6197768266666667","41924599911187.29","0.7129685169353285","-0.11886393901483686","2755388.719951156"
"","4","Top 10%","","0.6233348666666666","42011128577023.69","0.7150481066615686","-0.11969062455602099","2752803.6027190015"
"","1","Top 10%","","0.62644247","42137707776672.82","0.7140219579290528","-0.11964601956192311","2752943.086395851"
"","2","Top 10%","","0.6286033000000001","43618472372140.98","0.7159150606097833","-0.09138605053411482","2841314.455283344"
"","3","Top 10%","","0.6321765966666666","44940104658111.836","0.7181134776058969","-0.0661407060156543","2920258.832431719"
"","4","Top 10%","","0.6360706666666667","46431710937965.74","0.7190403361444511","-0.03757269741774266","3009593.4677139753"
"","1","Top 10%","","0.64056784","48880130174006.06","0.7207464597814404","0.010005225848508558","3158373.7513627433"
"","2","Top 10%","","0.6457140633333334","49671910012295.19","0.720198768705957","0.022875296115393694","3198619.57491774"
"","3","Top 10%","","0.6498601066666666","49932841673413.44","0.7193899411314453","0.02515723127205874","3205755.3836409748"
"","4","Top 10%","","0.6548841166666667","51913400100195.305","0.7203456452033428","0.06289897510719669","3323777.0829439797"
"","1","Top 10%","","0.6600991466666667","52814797807377.6","0.7200435657200159","0.07719884131204509","3368494.0021375907"
"","2","Top 10%","","0.6649017533333333","53522537430212.74","0.7207965078128358","0.08684554784932018","3398660.088346534"
"","3","Top 10%","","0.6709489599999999","54738207949288.695","0.7219742269119032","0.10713789437617464","3462116.0121217114"
"","4","Top 10%","","0.6763776933333333","55838064314917.9","0.7219782143985632","0.12508010984043352","3518222.8726738463"
